tweet_id,raw,status,ig_outgroup,dehumanization,grievance,glorification,mobilization,threat
ru927b46b489,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru5654915297,"{""labels"": []}",ok,0,0,0,0,0,0
ru00a849ac17,"{""labels"": []}",ok,0,0,0,0,0,0
ru3f96e2555c,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru1fe3501730,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru1d73f2e6df,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rue990f258a6,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rud7fbb85735,"{""labels"": []}",ok,0,0,0,0,0,0
ru683f8c2b54,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ruda787a1ee0,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru3c3b7e8d29,"{""labels"": []}",ok,0,0,0,0,0,0
ru18a40b61cc,"{""labels"": []}",ok,0,0,0,0,0,0
rufc382c3a72,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4243ecc367,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruc46ba02a5f,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rubb6c6b7d0f,"{""labels"": []}",ok,0,0,0,0,0,0
ru33a4fef3c1,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru35b3dfe5ea,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru1eb0ac9d85,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruef486cf01f,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ruc5f0daf41b,"{""labels"": []}",ok,0,0,0,0,0,0
ru93a0e642aa,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru0c271fa506,"{""labels"": []}",ok,0,0,0,0,0,0
ru0c857faba5,"{""labels"": []}",ok,0,0,0,0,0,0
rua4367241c3,"{""labels"": []}",ok,0,0,0,0,0,0
ru3f9cd3bbb2,"{""labels"": [""mobilization"", ""grievance""]}",ok,0,0,1,0,1,0
ruba51d0d126,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru9de6feda06,"{""labels"": [""ig_outgroup"", ""dehumanization"", ""mobilization"", ""threat""]}",ok,1,1,0,0,1,1
ru91c4846600,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruab409fbb72,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rud96f849f01,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ru236c2217d0,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru133f46ae1e,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ruca4519b810,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru68b35d727b,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru05f8c74c49,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru6df024e498,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruade6a53ecc,"{""labels"": []}",ok,0,0,0,0,0,0
rub429d14dca,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru84cc463591,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rub277fc833b,"{""labels"": []}",ok,0,0,0,0,0,0
ru2f24cca41e,"{""labels"": [""grievance"", ""dehumanization""]}",ok,0,1,1,0,0,0
ru78b9c8ed8c,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru9638967d85,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru544d1d93f5,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru51865f25dd,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru716d7f844f,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru39a0fbbf93,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
rub7f4bf0581,"{""labels"": []}",ok,0,0,0,0,0,0
ru8cc7280f21,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rucf776fcc4d,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru12dc73bf7a,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rufc70b52bf7,"{""labels"": []}",ok,0,0,0,0,0,0
ru4c4a4c0f16,"{""labels"": []}",ok,0,0,0,0,0,0
ru3fbd70c93a,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
rubf0f3b5bf2,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru3214c1412e,"{""labels"": []}",ok,0,0,0,0,0,0
ru7cbd75d993,"{""labels"": []}",ok,0,0,0,0,0,0
rua6e9f85ccf,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru87c39f2995,"{""labels"": []}",ok,0,0,0,0,0,0
ru54147aba1b,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rue5805f22a6,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru68954d69da,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru5f0965cf7d,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru6a309e22d1,"{""labels"": []}",ok,0,0,0,0,0,0
ru73031520a6,"{""labels"": [""ig_outgroup"", ""dehumanization"", ""mobilization"", ""threat""]}",ok,1,1,0,0,1,1
rub0c05a623b,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru2e8748c401,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru689ece7d89,"{""labels"": []}",ok,0,0,0,0,0,0
ru9a21aea2d8,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4bdf21a390,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru1e0d3f42be,"{""labels"": []}",ok,0,0,0,0,0,0
ru41be0a9a60,"{""labels"": [""dehumanization"", ""threat""]}",ok,0,1,0,0,0,1
ru7ae0466a97,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rub5ba5301c8,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rua3e5945208,"{""labels"": []}",ok,0,0,0,0,0,0
rub8c176cfad,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rubca26c4601,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru54e8c8ba5a,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru0043ab18da,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru45faa86bf9,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rud34ca9607e,"{""labels"": []}",ok,0,0,0,0,0,0
rub95730f8cd,"{""labels"": [""threat""]}",ok,0,0,0,0,0,1
ru8dc03cd2b4,"{""labels"": []}",ok,0,0,0,0,0,0
ruaa04c7abb1,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
rua3df3d8b63,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru0b3560e91e,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru5fa6aebe94,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru4a77a9761a,"{""labels"": []}",ok,0,0,0,0,0,0
ru970abd4ac4,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru1c19fc2b45,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru15d7273dab,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rueef3ececf2,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rubd4a7929b2,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru77fd31c427,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru5ae9479bb0,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru30cabf506b,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruc6ba8928d5,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ru7b9e64071f,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru8b7a0cdbe6,"{""labels"": [""mobilization"", ""threat""]}",ok,0,0,0,0,1,1
ru6f2962e3bd,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru8d48ac014c,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru28d1299ce6,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ru8754731a3c,"{""labels"": []}",ok,0,0,0,0,0,0
ru098c4b39eb,"{""labels"": [""dehumanization"", ""threat""]}",ok,0,1,0,0,0,1
ru4744565a1e,"{""labels"": []}",ok,0,0,0,0,0,0
ru4d3174d750,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4a21e13f4f,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
rue70acd4539,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5aa61986f2,"{""labels"": []}",ok,0,0,0,0,0,0
ru5957970473,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru34936e03b2,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rubeeb1bd505,"{""labels"": []}",ok,0,0,0,0,0,0
ru762874f7a6,"{""labels"": []}",ok,0,0,0,0,0,0
ru027e394406,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ruff9f3ef2fc,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru0def98500c,"{""labels"": [""grievance"", ""ig_outgroup""]}",ok,1,0,1,0,0,0
rube4c789f14,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4589b1c3a2,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru5f81dc1514,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rucf2b7a7205,"{""labels"": []}",ok,0,0,0,0,0,0
ru8bdba57013,"{""labels"": [""grievance"", ""ig_outgroup""]}",ok,1,0,1,0,0,0
ru266e64d635,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru7ec212a66d,"{""labels"": [""mobilization"", ""threat""]}",ok,0,0,0,0,1,1
rufec7338626,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
rua211cfdf26,"{""labels"": []}",ok,0,0,0,0,0,0
ru2451cc1bde,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rufdc453d142,"{""labels"": []}",ok,0,0,0,0,0,0
ru86ed9f2bcd,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rucc2bb348b3,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru3a6fff292e,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru5c891f10a8,"{""labels"": [""grievance"", ""dehumanization""]}",ok,0,1,1,0,0,0
rudc59034c6c,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru676619cde3,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rubc19beb753,"{""labels"": [""mobilization"", ""dehumanization""]}",ok,0,1,0,0,1,0
ru5ec636ff9d,"{""labels"": []}",ok,0,0,0,0,0,0
ru4ffa9b9fb9,"{""labels"": []}",ok,0,0,0,0,0,0
rufd39c033f6,"{""labels"": []}",ok,0,0,0,0,0,0
ru19bd812954,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru78527c6931,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru309a9d463a,"{""labels"": [""mobilization"", ""dehumanization""]}",ok,0,1,0,0,1,0
ru69c783ea96,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru4f2108ab01,"{""labels"": []}",ok,0,0,0,0,0,0
ru32a7faeedb,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru5ce88cd224,"{""labels"": []}",ok,0,0,0,0,0,0
ru796c41040d,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru6a091cc17f,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru97cfe17238,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru824dab65fa,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruf79c907880,"{""labels"": []}",ok,0,0,0,0,0,0
ru8433eb733f,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
rua89a9f00c3,"{""labels"": []}",ok,0,0,0,0,0,0
ru9739b6f904,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru6a113c2f73,"{""labels"": [""mobilization"", ""grievance""]}",ok,0,0,1,0,1,0
rue923bdc081,"{""labels"": [""ig_outgroup"", ""dehumanization"", ""threat""]}",ok,1,1,0,0,0,1
rua5138b7d49,"{""labels"": []}",ok,0,0,0,0,0,0
ru9940ddc3ed,"{""labels"": []}",ok,0,0,0,0,0,0
rua9d0b6937b,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rue01cbd231f,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru776dc6a355,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rube07728a8d,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruea701d2522,"{""labels"": []}",ok,0,0,0,0,0,0
rub92165a5e6,"{""labels"": []}",ok,0,0,0,0,0,0
ru6d9e2f79d6,"{""labels"": []}",ok,0,0,0,0,0,0
ru2ffa96a1e9,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru2f41287768,"{""labels"": []}",ok,0,0,0,0,0,0
ru25bfddad32,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ruf4dc50773c,"{""labels"": []}",ok,0,0,0,0,0,0
ru926a41047d,"{""labels"": []}",ok,0,0,0,0,0,0
ru17f5689868,"{""labels"": [""dehumanization"", ""ig_outgroup""]}",ok,1,1,0,0,0,0
ru324bd3a812,"{""labels"": []}",ok,0,0,0,0,0,0
ru3770073890,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru1c1ef342e3,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruf0502de154,"{""labels"": [""grievance"", ""dehumanization""]}",ok,0,1,1,0,0,0
rud9c3558d77,"{""labels"": [""dehumanization"", ""grievance"", ""mobilization""]}",ok,0,1,1,0,1,0
rua70bb6fad5,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru1f5db328fb,"{""labels"": []}",ok,0,0,0,0,0,0
ru8a88a1f893,"{""labels"": []}",ok,0,0,0,0,0,0
ru5cf22ea56d,"{""labels"": [""grievance"", ""mobilization"", ""threat""]}",ok,0,0,1,0,1,1
ru04888cb367,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru5a8cba8112,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru4ddec15930,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rubfc9d34aaf,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru601295aeaa,"{""labels"": [""grievance"", ""dehumanization"", ""mobilization"", ""threat""]}",ok,0,1,1,0,1,1
rua5dff6b2da,"{""labels"": [""grievance"", ""dehumanization""]}",ok,0,1,1,0,0,0
ru854d2f4aa5,"{""labels"": []}",ok,0,0,0,0,0,0
rub33f203376,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rue78105216d,"{""labels"": []}",ok,0,0,0,0,0,0
rub61149c6ca,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru33f87ebb21,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru17598c94cd,"{""labels"": []}",ok,0,0,0,0,0,0
ru3862e684c5,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruc38eba950a,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru2f0e4c868e,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru9b43ddde97,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ruaf05681485,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru885aa7b23f,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru02ee651b2d,"{""labels"": []}",ok,0,0,0,0,0,0
rua76bce2ea4,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru5e3f066305,"{""labels"": [""grievance"", ""threat""]}",ok,0,0,1,0,0,1
ruca5cf66061,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ruad0c6f883f,"{""labels"": []}",ok,0,0,0,0,0,0
ruf324d26d9b,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru0d059e9a71,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru27577a856d,"{""labels"": [""grievance"", ""dehumanization""]}",ok,0,1,1,0,0,0
ru7b4d948c52,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rue6efa64022,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rufa50597223,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru86570b379e,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru91fcca0b91,"{""labels"": []}",ok,0,0,0,0,0,0
rua9e4361639,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru77a9db2787,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru36245a4947,"{""labels"": [""dehumanization"", ""threat""]}",ok,0,1,0,0,0,1
ru795c5aa5dc,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru20b5157cb9,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ru70c9c804a6,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruf0e938c118,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru2c57d355c0,"{""labels"": [""mobilization"", ""threat""]}",ok,0,0,0,0,1,1
ru4be173283e,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5fcd8f5e64,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru098a138d41,"{""labels"": []}",ok,0,0,0,0,0,0
ru4d37dbcfc7,"{""labels"": []}",ok,0,0,0,0,0,0
ruf4db17c427,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ruc338e6d0bd,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru2b99af761b,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rub8bfcceabd,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru1df2298158,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rud5ab980d51,"{""labels"": []}",ok,0,0,0,0,0,0
ru878f52085d,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rucfffc3017b,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru362c302ab8,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru286a7be74e,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru1d31046686,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru5d9a3d79b0,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rud9072f0c1d,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru56a93bed5d,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru14abd69cd2,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru0f53f30303,"{""labels"": []}",ok,0,0,0,0,0,0
rue8c5283ff8,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ruf39c09096b,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rude5a431c17,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru809eba57fe,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru33160e2562,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru787c3243a2,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru194045459a,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruf7c222667d,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru7f05eea102,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rue0fcdd57a2,"{""labels"": []}",ok,0,0,0,0,0,0
ru602cf0ea29,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru435e2dc609,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ruf76f024387,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru89d16672e6,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rucd4cba0348,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
rude0ff93df3,"{""labels"": []}",ok,0,0,0,0,0,0
ruf129df2fba,"{""labels"": []}",ok,0,0,0,0,0,0
ruc72641bd71,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru195c8018b5,"{""labels"": []}",ok,0,0,0,0,0,0
rub6b77ded89,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru6be73a95e9,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru490713563d,"{""labels"": [""glorification"", ""ig_outgroup""]}",ok,1,0,0,1,0,0
ru94a97e7a85,"{""labels"": []}",ok,0,0,0,0,0,0
ru98e5c72aed,"{""labels"": [""grievance"", ""mobilization"", ""threat""]}",ok,0,0,1,0,1,1
ru95043b7881,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rufde5b41fae,"{""labels"": []}",ok,0,0,0,0,0,0
ru9d10dd2556,"{""labels"": [""grievance"", ""threat""]}",ok,0,0,1,0,0,1
