tweet_id,raw,status,ig_outgroup,dehumanization,grievance,glorification,mobilization,threat
ru86ed9f2bcd,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rucc2bb348b3,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rudc59034c6c,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru676619cde3,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5ec636ff9d,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru19bd812954,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5ce88cd224,"{""labels"": [""NONE""]}",ok,0,0,0,0,0,0
ru796c41040d,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rua9d0b6937b,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru6d9e2f79d6,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru25bfddad32,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruf4dc50773c,"{""labels"": [""none""]}",ok,0,0,0,0,0,0
ru3770073890,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru5cf22ea56d,"{""labels"": [""mobilization"", ""threat""]}",ok,0,0,0,0,1,1
ru5a8cba8112,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru601295aeaa,"```json
{""labels"": [""dehumanization"", ""grievance"", ""mobilization""]}
```",ok,0,1,1,0,1,0
rua5dff6b2da,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru17598c94cd,"{""labels"": []}",ok,0,0,0,0,0,0
ru5e3f066305,"{""labels"": [""grievance"", ""threat""]}",ok,0,0,1,0,0,1
ruca5cf66061,"{""labels"": [""mobilization"", ""grievance""]}",ok,0,0,1,0,1,0
ru7b4d948c52,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rue6efa64022,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rufa50597223,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru86570b379e,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru91fcca0b91,"{""labels"": []}",ok,0,0,0,0,0,0
ru77a9db2787,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru20b5157cb9,"{""labels"": [""dehumanization"", ""threat""]}",ok,0,1,0,0,0,1
ru70c9c804a6,"{""labels"": [""none""]}",ok,0,0,0,0,0,0
ru098a138d41,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4d37dbcfc7,"{""labels"": []}",ok,0,0,0,0,0,0
rub8bfcceabd,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rud5ab980d51,"{""labels"": [""ig_outgroup"", ""mobilization""]}",ok,1,0,0,0,1,0
ru286a7be74e,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru5d9a3d79b0,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ruf39c09096b,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru809eba57fe,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ruf7c222667d,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru7f05eea102,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru89d16672e6,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rude0ff93df3,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruc72641bd71,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru195c8018b5,"{""labels"": []}",ok,0,0,0,0,0,0
ru6be73a95e9,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru490713563d,"{""labels"": [""ig_outgroup"", ""glorification""]}",ok,1,0,0,1,0,0
ru94a97e7a85,"{""labels"": []}",ok,0,0,0,0,0,0
rufde5b41fae,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru6edc401377,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5e3b457b2e,"{""labels"": [""dehumanization"", ""threat""]}",ok,0,1,0,0,0,1
ru7e1d9d6aef,"{""labels"": [""""]}",ok,0,0,0,0,0,0
ru42dc416ae0,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru1bab4393e3,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru1cdca1a7b1,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rue370e4edd6,"{""labels"": []}",ok,0,0,0,0,0,0
ru1403ad041e,"{""labels"": []}",ok,0,0,0,0,0,0
ru9f5256ad83,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rud95f6b9e22,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru777d3ef624,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru83af57dd33,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
rud3a9a44b08,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5bf482375e,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru618c7f99bf,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru1b67351665,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruaccf47eebe,"{""labels"": []}",ok,0,0,0,0,0,0
ru056d70f12d,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru18ff1bd1ea,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rue0b66e97c5,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru812a9b5ead,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru76a7c912e4,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rud18f3fde2c,"{""labels"": []}",ok,0,0,0,0,0,0
ru3be07c0b6a,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruf17b2a442b,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru64b87f5881,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru26c99f95a8,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rudd60271e98,"{""labels"": [""""]}",ok,0,0,0,0,0,0
ru45f446bd44,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rub3874ffec5,"{""labels"": []}",ok,0,0,0,0,0,0
ru6704d0b65b,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ru9de794b72e,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4b9c161141,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru5b90d63a13,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru66389fdaac,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rue82acb9b45,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruf67f9670d2,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru1746669db1,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rud03e1528c1,"{""labels"": [""""]}",ok,0,0,0,0,0,0
ru0ba1d92521,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru11a37c6913,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
rucdb84fc587,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5e3a7329dc,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru77ee44349e,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ruafe8a758d1,"{""labels"": [""mobilization"", ""glorification""]}",ok,0,0,0,1,1,0
ru8a3643c53c,"{""labels"": [""""]}",ok,0,0,0,0,0,0
ru936fc0d8e0,"{""labels"": [""threat""]}",ok,0,0,0,0,0,1
ru7862e019d3,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruc1315979e1,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru31192a9454,"{""labels"": [""none""]}",ok,0,0,0,0,0,0
ruc1400ebce1,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru5c5e8ba86c,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruffe8ba2110,"{""labels"": [""glorification""]}",ok,0,0,0,1,0,0
ruca7048ac27,"{""labels"": [""ig_outgroup"", ""mobilization""]}",ok,1,0,0,0,1,0
ru4fbda32c30,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru9928bdc088,"{""labels"": [""threat""]}",ok,0,0,0,0,0,1
ruda1ca2110f,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rubbe48b71ac,"{""labels"": []}",ok,0,0,0,0,0,0
ru9e14a8c507,"{""labels"": [""""]}",ok,0,0,0,0,0,0
ru7107c166a5,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
ru15eaa5be00,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
rud3edfac130,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru90f0d38e98,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru4c25014b46,"{""labels"": [""ig_outgroup"", ""threat""]}",ok,1,0,0,0,0,1
ru9ad208e115,"{""labels"": []}",ok,0,0,0,0,0,0
ru1c64000ec6,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rude6a7085fc,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru94e6270434,"{""labels"": []}",ok,0,0,0,0,0,0
ru3443ed716f,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
rua7ac481201,"{""labels"": [""ig_outgroup"", ""threat""]}",ok,1,0,0,0,0,1
ru9ab70ac489,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru0fd966afb4,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ru08273f4849,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rua404a2b2f0,"{""labels"": [""dehumanization"", ""threat""]}",ok,0,1,0,0,0,1
ru4fcf166eb0,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru470191f311,"{""labels"": [""""]}",ok,0,0,0,0,0,0
rue1c7812893,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rub7e7360dff,"{""labels"": [""grievance"", ""mobilization""]}",ok,0,0,1,0,1,0
ru3df53b071f,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ruc8c7658840,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rued78fff7f6,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru4f895b19c4,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru2a1b2881eb,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ruaacbfb8908,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru674a7ed0e5,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru1df47dd235,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru89efd2cf62,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rud659518e8e,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
ru3134033638,"{""labels"": [""mobilization"", ""threat""]}",ok,0,0,0,0,1,1
ruaee58e7de8,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
rub188469fb9,"{""labels"": []}",ok,0,0,0,0,0,0
ru081c87e476,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
rudd33128e2e,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru713e526873,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru0c0413f70f,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru89e28562d8,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru87f9ad317d,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru9a934ae07f,"{""labels"": [""NONE""]}",ok,0,0,0,0,0,0
rua6c7ef902e,"{""labels"": [""ig_outgroup"", ""dehumanization""]}",ok,1,1,0,0,0,0
rua3e846a389,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru819d22c470,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
ru8cf802b58b,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
rub9a382ad80,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru772413ddb2,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru9ac02d17df,"{""labels"": [""NONE""]}",ok,0,0,0,0,0,0
rue6997741bd,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru7f2a57200c,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rue0fd234184,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ruf24c8a4493,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru71e27a3f86,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ruf75d9ff5b0,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rubb6b8d4af1,"{""labels"": [""grievance""]}",ok,0,0,1,0,0,0
ru11e12dadf4,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru72f08dd721,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru218298a5ab,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rud9cb699b09,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
rub047b848b3,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru1bc2625f11,"{""labels"": [""glorification"", ""mobilization""]}",ok,0,0,0,1,1,0
ru1294d54b92,"{""labels"": [""threat""]}",ok,0,0,0,0,0,1
ru31fe635f5d,"{""labels"": []}",ok,0,0,0,0,0,0
ru606414faa1,"{""labels"": [""dehumanization""]}",ok,0,1,0,0,0,0
ru9c855f214a,"{""labels"": [""dehumanization"", ""grievance""]}",ok,0,1,1,0,0,0
ru29ed1edc6a,"{""labels"": [""threat""]}",ok,0,0,0,0,0,1
rua3141f641c,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
ru3c78837fa5,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru94797ff1e7,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
rudeafee9679,"{""labels"": [""threat""]}",ok,0,0,0,0,0,1
ru4590984033,"{""labels"": [""mobilization"", ""threat""]}",ok,0,0,0,0,1,1
rua6e39efc19,"{""labels"": [""""]}",ok,0,0,0,0,0,0
rub46f17703d,"{""labels"": [""ig_outgroup"", ""grievance""]}",ok,1,0,1,0,0,0
rub5ce99b73c,"{""labels"": [""mobilization""]}",ok,0,0,0,0,1,0
ru5586a9d4b2,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
ru0baa5b2c8a,"{""labels"": [""ig_outgroup""]}",ok,1,0,0,0,0,0
