tweet_id,ig_outgroup,dehumanization,grievance,glorification,mobilization,threat,split,source,violence_dehum
ru9de6feda06,0,0,0,0,0,1,iaa,double+adjudicated,0
ru91c4846600,0,0,0,0,0,0,iaa,double+adjudicated,0
ruab409fbb72,0,0,0,0,0,0,iaa,double+adjudicated,0
rud96f849f01,0,0,1,0,0,0,iaa,double+adjudicated,0
ru236c2217d0,0,0,0,0,0,0,iaa,double+adjudicated,0
ru133f46ae1e,0,0,0,0,0,0,iaa,double+adjudicated,0
ruca4519b810,0,0,0,0,0,0,iaa,double+adjudicated,0
ru68b35d727b,0,0,0,0,0,0,iaa,double+adjudicated,0
ru05f8c74c49,0,0,0,0,0,1,iaa,double+adjudicated,0
ru6df024e498,1,0,0,0,1,0,iaa,double+adjudicated,0
ruade6a53ecc,0,0,0,0,0,0,iaa,double+adjudicated,0
rub429d14dca,0,0,0,0,0,0,iaa,double+adjudicated,0
ru84cc463591,0,0,1,0,0,0,iaa,double+adjudicated,0
rub277fc833b,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2f24cca41e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru78b9c8ed8c,0,0,0,0,0,0,iaa,double+adjudicated,0
ru9638967d85,0,0,0,0,1,0,iaa,double+adjudicated,0
ru544d1d93f5,0,0,0,0,0,0,iaa,double+adjudicated,0
ru51865f25dd,0,0,1,0,0,0,iaa,double+adjudicated,0
ru716d7f844f,0,0,0,0,0,0,iaa,double+adjudicated,0
ru39a0fbbf93,1,0,0,0,0,0,iaa,double+adjudicated,0
rub7f4bf0581,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8cc7280f21,0,0,1,0,0,0,iaa,double+adjudicated,0
rucf776fcc4d,1,0,0,0,0,0,iaa,double+adjudicated,0
ru12dc73bf7a,0,0,0,0,0,0,iaa,double+adjudicated,0
rufc70b52bf7,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4c4a4c0f16,0,0,0,0,0,0,iaa,double+adjudicated,0
ru3fbd70c93a,0,0,0,0,0,0,iaa,double+adjudicated,0
rubf0f3b5bf2,0,0,0,0,0,0,iaa,double+adjudicated,0
ru3214c1412e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru7cbd75d993,0,0,0,0,0,0,iaa,double+adjudicated,0
rua6e9f85ccf,0,0,0,0,0,0,iaa,double+adjudicated,0
ru87c39f2995,0,0,0,0,0,0,iaa,double+adjudicated,0
ru54147aba1b,0,0,0,0,0,0,iaa,double+adjudicated,0
rue5805f22a6,1,0,0,0,0,0,iaa,double+adjudicated,0
ru68954d69da,1,0,0,1,1,0,iaa,double+adjudicated,1
ru5f0965cf7d,0,0,1,1,0,0,iaa,double+adjudicated,1
ru6a309e22d1,0,0,0,0,0,0,iaa,double+adjudicated,0
ru73031520a6,1,0,0,1,0,0,iaa,double+adjudicated,1
rub0c05a623b,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2e8748c401,0,0,0,0,0,0,iaa,double+adjudicated,0
ru689ece7d89,0,0,0,0,0,0,iaa,double+adjudicated,0
ru9a21aea2d8,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4bdf21a390,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1e0d3f42be,0,0,0,0,0,0,iaa,double+adjudicated,0
ru41be0a9a60,0,0,0,0,0,0,iaa,double+adjudicated,0
ru7ae0466a97,0,0,0,0,0,0,iaa,double+adjudicated,0
rub5ba5301c8,0,0,0,0,0,0,iaa,double+adjudicated,0
rua3e5945208,0,0,0,0,0,0,iaa,double+adjudicated,0
rub8c176cfad,0,0,0,0,0,0,iaa,double+adjudicated,0
rubca26c4601,0,0,0,0,0,0,iaa,double+adjudicated,0
ru54e8c8ba5a,1,0,0,0,0,0,iaa,double+adjudicated,0
ru0043ab18da,0,0,0,0,0,0,iaa,double+adjudicated,0
ru45faa86bf9,0,0,0,0,0,0,iaa,double+adjudicated,0
rud34ca9607e,0,0,0,0,0,0,iaa,double+adjudicated,0
rub95730f8cd,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8dc03cd2b4,0,0,0,0,0,0,iaa,double+adjudicated,0
ruaa04c7abb1,0,0,0,0,0,0,iaa,double+adjudicated,0
rua3df3d8b63,0,0,0,0,0,0,iaa,double+adjudicated,0
ru0b3560e91e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5fa6aebe94,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4a77a9761a,0,0,0,0,0,0,iaa,double+adjudicated,0
ru970abd4ac4,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1c19fc2b45,0,0,0,0,0,0,iaa,double+adjudicated,0
ru15d7273dab,1,0,0,0,0,0,iaa,double+adjudicated,0
rueef3ececf2,0,0,0,0,0,0,iaa,double+adjudicated,0
rubd4a7929b2,0,0,0,0,0,0,iaa,double+adjudicated,0
ru77fd31c427,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5ae9479bb0,0,0,0,0,0,0,iaa,double+adjudicated,0
ru30cabf506b,0,0,1,0,0,0,iaa,double+adjudicated,0
ruc6ba8928d5,1,0,0,1,1,0,iaa,double+adjudicated,1
ru7b9e64071f,0,0,1,0,0,0,iaa,double+adjudicated,0
ru8b7a0cdbe6,0,0,0,0,1,0,iaa,double+adjudicated,0
ru6f2962e3bd,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8d48ac014c,0,0,0,0,0,0,iaa,double+adjudicated,0
ru28d1299ce6,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8754731a3c,0,0,0,0,0,0,iaa,double+adjudicated,0
ru098c4b39eb,1,1,0,0,0,0,iaa,double+adjudicated,1
ru4744565a1e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4d3174d750,1,0,0,0,0,0,iaa,double+adjudicated,0
ru4a21e13f4f,1,0,0,0,0,0,iaa,double+adjudicated,0
rue70acd4539,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5aa61986f2,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5957970473,0,0,0,0,0,0,iaa,double+adjudicated,0
ru34936e03b2,0,0,0,0,0,0,iaa,double+adjudicated,0
rubeeb1bd505,0,0,0,0,0,0,iaa,double+adjudicated,0
ru762874f7a6,0,0,0,0,0,0,iaa,double+adjudicated,0
ru027e394406,0,0,0,0,0,0,iaa,double+adjudicated,0
ruff9f3ef2fc,0,0,0,0,0,0,iaa,double+adjudicated,0
ru0def98500c,1,0,1,0,0,0,iaa,double+adjudicated,0
rube4c789f14,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4589b1c3a2,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5f81dc1514,0,0,0,0,0,0,iaa,double+adjudicated,0
rucf2b7a7205,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8bdba57013,0,0,0,0,0,0,iaa,double+adjudicated,0
ru266e64d635,0,0,0,0,0,0,iaa,double+adjudicated,0
ru7ec212a66d,0,0,0,0,0,0,iaa,double+adjudicated,0
rufec7338626,0,0,0,0,0,0,iaa,double+adjudicated,0
rua211cfdf26,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2451cc1bde,0,0,0,0,0,0,iaa,double+adjudicated,0
rufdc453d142,0,0,0,0,0,0,iaa,double+adjudicated,0
ru86ed9f2bcd,0,0,0,0,0,0,iaa,double+adjudicated,0
rucc2bb348b3,0,0,0,0,0,0,iaa,double+adjudicated,0
ru3a6fff292e,1,0,0,0,0,0,iaa,double+adjudicated,0
ru5c891f10a8,0,0,0,0,0,0,iaa,double+adjudicated,0
rudc59034c6c,0,0,0,0,1,0,iaa,double+adjudicated,0
ru676619cde3,1,0,0,0,0,0,iaa,double+adjudicated,0
rubc19beb753,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5ec636ff9d,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4ffa9b9fb9,0,0,0,0,0,0,iaa,double+adjudicated,0
rufd39c033f6,0,0,0,0,0,0,iaa,double+adjudicated,0
ru19bd812954,0,0,0,0,0,0,iaa,double+adjudicated,0
ru78527c6931,0,0,0,0,0,0,iaa,double+adjudicated,0
ru309a9d463a,0,0,0,0,0,0,iaa,double+adjudicated,0
ru69c783ea96,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4f2108ab01,0,0,0,0,0,0,iaa,double+adjudicated,0
ru32a7faeedb,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5ce88cd224,0,0,1,0,0,0,iaa,double+adjudicated,0
ru796c41040d,1,0,0,0,0,0,iaa,double+adjudicated,0
ru6a091cc17f,1,0,0,0,0,0,iaa,double+adjudicated,0
ru97cfe17238,0,0,0,0,0,0,iaa,double+adjudicated,0
ru824dab65fa,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf79c907880,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8433eb733f,0,0,0,0,0,0,iaa,double+adjudicated,0
rua89a9f00c3,0,0,0,0,0,0,iaa,double+adjudicated,0
ru9739b6f904,0,0,0,0,0,0,iaa,double+adjudicated,0
ru6a113c2f73,0,0,0,0,0,0,iaa,double+adjudicated,0
rue923bdc081,0,0,0,0,0,0,iaa,double+adjudicated,0
rua5138b7d49,0,0,0,0,0,0,iaa,double+adjudicated,0
ru9940ddc3ed,0,0,0,0,0,0,iaa,double+adjudicated,0
rua9d0b6937b,0,0,0,0,0,0,iaa,double+adjudicated,0
rue01cbd231f,0,0,0,0,0,0,iaa,double+adjudicated,0
ru776dc6a355,0,0,0,0,0,0,iaa,double+adjudicated,0
rube07728a8d,0,0,0,0,0,0,iaa,double+adjudicated,0
ruea701d2522,0,0,0,0,0,0,iaa,double+adjudicated,0
rub92165a5e6,0,0,0,0,0,0,iaa,double+adjudicated,0
ru6d9e2f79d6,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2ffa96a1e9,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2f41287768,0,0,0,0,0,0,iaa,double+adjudicated,0
ru25bfddad32,1,0,0,0,0,0,iaa,double+adjudicated,0
ruf4dc50773c,0,0,0,0,0,0,iaa,double+adjudicated,0
ru926a41047d,0,0,0,0,0,0,iaa,double+adjudicated,0
ru17f5689868,0,0,0,0,0,0,iaa,double+adjudicated,0
ru324bd3a812,0,0,0,0,0,0,iaa,double+adjudicated,0
ru3770073890,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1c1ef342e3,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf0502de154,0,0,1,0,1,0,iaa,double+adjudicated,0
rud9c3558d77,0,0,0,0,0,0,iaa,double+adjudicated,0
rua70bb6fad5,1,0,0,0,0,0,iaa,double+adjudicated,0
ru1f5db328fb,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8a88a1f893,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5cf22ea56d,1,0,0,0,0,0,iaa,double+adjudicated,0
ru04888cb367,1,0,0,0,0,0,iaa,double+adjudicated,0
ru5a8cba8112,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4ddec15930,0,0,0,0,0,0,iaa,double+adjudicated,0
rubfc9d34aaf,1,0,0,0,0,0,iaa,double+adjudicated,0
ru601295aeaa,0,1,0,0,0,0,iaa,double+adjudicated,1
rua5dff6b2da,0,0,0,0,0,0,iaa,double+adjudicated,0
ru854d2f4aa5,1,0,0,0,0,0,iaa,double+adjudicated,0
rub33f203376,0,0,0,0,0,0,iaa,double+adjudicated,0
rue78105216d,0,0,0,0,0,0,iaa,double+adjudicated,0
rub61149c6ca,0,0,1,0,0,0,iaa,double+adjudicated,0
ru33f87ebb21,0,0,0,0,0,0,iaa,double+adjudicated,0
ru17598c94cd,0,0,0,0,0,0,iaa,double+adjudicated,0
ru3862e684c5,0,0,0,0,0,0,iaa,double+adjudicated,0
ruc38eba950a,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2f0e4c868e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru9b43ddde97,0,0,0,0,0,0,iaa,double+adjudicated,0
ruaf05681485,0,0,0,0,0,0,iaa,double+adjudicated,0
ru885aa7b23f,0,0,0,0,0,0,iaa,double+adjudicated,0
ru02ee651b2d,0,0,0,0,0,0,iaa,double+adjudicated,0
rua76bce2ea4,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5e3f066305,0,0,0,0,0,0,iaa,double+adjudicated,0
ruca5cf66061,0,0,0,0,0,0,iaa,double+adjudicated,0
ruad0c6f883f,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf324d26d9b,0,0,0,0,0,0,iaa,double+adjudicated,0
ru0d059e9a71,0,0,0,0,0,0,iaa,double+adjudicated,0
ru27577a856d,1,0,0,0,0,0,iaa,double+adjudicated,0
ru7b4d948c52,0,0,0,0,0,0,iaa,double+adjudicated,0
rue6efa64022,0,0,0,0,0,0,iaa,double+adjudicated,0
rufa50597223,0,0,0,0,0,0,iaa,double+adjudicated,0
ru86570b379e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru91fcca0b91,0,0,0,0,0,0,iaa,double+adjudicated,0
rua9e4361639,0,0,1,0,1,0,iaa,double+adjudicated,0
ru77a9db2787,0,0,0,0,0,0,iaa,double+adjudicated,0
ru36245a4947,0,0,0,0,0,0,iaa,double+adjudicated,0
ru795c5aa5dc,1,0,0,0,0,0,iaa,double+adjudicated,0
ru20b5157cb9,0,0,0,0,0,0,iaa,double+adjudicated,0
ru70c9c804a6,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf0e938c118,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2c57d355c0,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4be173283e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5fcd8f5e64,0,0,0,0,0,0,iaa,double+adjudicated,0
ru098a138d41,0,0,0,0,0,0,iaa,double+adjudicated,0
ru4d37dbcfc7,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf4db17c427,0,0,0,0,0,0,iaa,double+adjudicated,0
ruc338e6d0bd,0,0,0,0,0,0,iaa,double+adjudicated,0
ru2b99af761b,0,0,0,0,0,0,iaa,double+adjudicated,0
rub8bfcceabd,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1df2298158,0,0,0,0,0,0,iaa,double+adjudicated,0
rud5ab980d51,0,0,0,0,0,0,iaa,double+adjudicated,0
ru878f52085d,0,0,0,0,0,0,iaa,double+adjudicated,0
rucfffc3017b,1,0,0,0,0,0,iaa,double+adjudicated,0
ru362c302ab8,0,0,0,1,0,0,iaa,double+adjudicated,1
ru286a7be74e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1d31046686,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5d9a3d79b0,1,0,0,0,0,0,iaa,double+adjudicated,0
rud9072f0c1d,1,0,1,0,0,0,iaa,double+adjudicated,0
ru56a93bed5d,0,0,0,0,0,0,iaa,double+adjudicated,0
ru14abd69cd2,1,0,1,0,0,0,iaa,double+adjudicated,0
ru0f53f30303,0,0,0,0,0,0,iaa,double+adjudicated,0
rue8c5283ff8,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf39c09096b,0,0,0,0,0,0,iaa,double+adjudicated,0
rude5a431c17,1,0,0,0,0,0,iaa,double+adjudicated,0
ru809eba57fe,0,0,0,0,0,0,iaa,double+adjudicated,0
ru33160e2562,0,0,1,0,0,0,iaa,double+adjudicated,0
ru787c3243a2,0,0,0,0,0,0,iaa,double+adjudicated,0
ru194045459a,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf7c222667d,0,0,0,0,0,0,iaa,double+adjudicated,0
ru7f05eea102,0,0,0,0,0,0,iaa,double+adjudicated,0
rue0fcdd57a2,0,0,0,0,0,0,iaa,double+adjudicated,0
ru602cf0ea29,0,0,0,0,0,0,iaa,double+adjudicated,0
ru435e2dc609,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf76f024387,0,0,1,0,0,0,iaa,double+adjudicated,0
ru89d16672e6,0,0,0,0,0,0,iaa,double+adjudicated,0
rucd4cba0348,0,0,0,0,0,0,iaa,double+adjudicated,0
rude0ff93df3,0,0,0,0,0,0,iaa,double+adjudicated,0
ruf129df2fba,0,0,0,0,0,0,iaa,double+adjudicated,0
ruc72641bd71,0,0,1,0,0,0,iaa,double+adjudicated,0
ru195c8018b5,0,0,0,0,0,0,iaa,double+adjudicated,0
rub6b77ded89,0,0,0,0,0,0,iaa,double+adjudicated,0
ru6be73a95e9,0,0,0,0,0,0,iaa,double+adjudicated,0
ru490713563d,0,0,0,0,0,0,iaa,double+adjudicated,0
ru94a97e7a85,0,0,0,0,0,0,iaa,double+adjudicated,0
ru98e5c72aed,0,0,0,0,0,0,iaa,double+adjudicated,0
ru95043b7881,0,0,0,0,0,0,iaa,double+adjudicated,0
rufde5b41fae,0,0,0,0,0,0,iaa,double+adjudicated,0
ru9d10dd2556,0,0,0,0,0,0,iaa,double+adjudicated,0
rud221e483a2,0,0,0,0,0,0,iaa,double+adjudicated,0
rufecc83d0b1,1,0,0,0,0,0,iaa,double+adjudicated,0
ru17816184d5,0,0,0,0,0,0,iaa,double+adjudicated,0
ru6edc401377,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1c53eb5676,0,1,0,0,0,0,iaa,double+adjudicated,1
ru3a31bbc1ec,0,0,0,0,0,0,iaa,double+adjudicated,0
ruc68b8d32fd,0,0,0,0,0,0,iaa,double+adjudicated,0
ruc46498186b,0,0,0,0,0,0,iaa,double+adjudicated,0
ru0b3edb2943,0,0,0,0,0,0,iaa,double+adjudicated,0
ru8030aced8f,0,0,0,0,1,0,iaa,double+adjudicated,0
ru6168c99a39,1,0,0,0,0,0,iaa,double+adjudicated,0
rua67f7749a0,0,0,0,0,0,0,iaa,double+adjudicated,0
ru5e3b457b2e,0,0,0,0,0,0,iaa,double+adjudicated,0
ru792f71a955,0,0,0,0,0,0,iaa,double+adjudicated,0
rud7c34c5995,1,0,1,0,1,0,iaa,double+adjudicated,0
ru456ce86b0f,0,0,0,0,0,0,iaa,double+adjudicated,0
ru7e1d9d6aef,0,0,0,0,0,0,iaa,double+adjudicated,0
ruedb18ba01d,0,0,0,0,0,0,iaa,double+adjudicated,0
ru42dc416ae0,0,0,0,0,0,0,iaa,double+adjudicated,0
ru0dbe75d2f8,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1bab4393e3,0,0,0,0,0,0,iaa,double+adjudicated,0
ru1cdca1a7b1,0,0,0,0,0,0,iaa,double+adjudicated,0
rudbf0c8f287,0,0,0,0,0,0,iaa,double+adjudicated,0
ru107bf4e08f,1,0,0,0,0,0,solo1,annotator1,0
rua6d19367c2,0,0,0,0,0,0,solo1,annotator1,0
ru9e0ca6d88d,0,0,0,0,0,0,solo1,annotator1,0
rue1617c1fc8,0,0,0,0,0,0,solo1,annotator1,0
ru4a599dc50d,1,0,0,0,0,0,solo1,annotator1,0
rud0fdb934bd,0,0,1,0,0,0,solo1,annotator1,0
rucf8407417d,1,0,0,0,0,0,solo1,annotator1,0
ru058c74821c,0,0,0,0,0,0,solo1,annotator1,0
ru73dea263b7,0,0,0,0,0,0,solo1,annotator1,0
rud4d1145e49,0,0,0,0,0,0,solo1,annotator1,0
rueabc3ef1ad,0,0,0,0,0,0,solo1,annotator1,0
rub98ad20325,1,0,0,0,0,0,solo1,annotator1,0
rua6d2381537,0,0,0,0,0,1,solo1,annotator1,0
ruf1618f0c2c,0,0,0,0,0,0,solo1,annotator1,0
ru38f7f8ef96,0,0,0,0,0,0,solo1,annotator1,0
rub324a64a9d,0,0,0,0,1,0,solo1,annotator1,0
ruc20420391f,0,0,0,0,0,0,solo1,annotator1,0
ru797a7fbb0b,0,0,0,0,0,0,solo1,annotator1,0
rudc29a832b2,0,0,0,0,0,0,solo1,annotator1,0
ru4deb53f836,1,0,0,0,0,0,solo1,annotator1,0
ru4b21a25a65,0,0,0,0,0,0,solo1,annotator1,0
rude87311257,0,0,0,0,0,0,solo1,annotator1,0
ru7ed0256e6d,0,1,0,0,0,0,solo1,annotator1,1
ru62c1188eaa,0,0,0,0,0,0,solo1,annotator1,0
ru0ea63de2c8,1,0,0,0,0,0,solo1,annotator1,0
ru783aac299e,0,0,0,0,0,0,solo1,annotator1,0
ru4b66eeb80e,0,0,0,0,0,0,solo1,annotator1,0
ruafb2e2c37a,0,0,0,0,0,0,solo1,annotator1,0
ru64f5c9a01c,0,0,0,0,0,0,solo1,annotator1,0
ruf2a28e6c02,0,0,0,0,0,0,solo1,annotator1,0
rub2d4d6a6d0,0,0,0,0,0,0,solo1,annotator1,0
rua723414481,0,0,0,0,0,0,solo1,annotator1,0
ruec16e83cd9,0,0,0,0,0,0,solo1,annotator1,0
ru3da9893083,0,0,0,0,0,0,solo1,annotator1,0
ru242ee93919,0,0,0,0,1,0,solo1,annotator1,0
ru9927dbea4f,0,0,0,0,0,0,solo1,annotator1,0
ruf828ad3b18,0,0,0,0,0,0,solo1,annotator1,0
rucc667ea0c8,0,0,0,0,0,0,solo1,annotator1,0
rufafaf0f6f2,0,0,0,0,0,0,solo1,annotator1,0
ru2dedd1ad43,1,0,0,0,0,0,solo1,annotator1,0
ruace02a1983,0,0,0,0,0,0,solo1,annotator1,0
rudd207eef71,1,0,0,0,0,1,solo1,annotator1,0
ru5367d2e8cf,0,0,0,0,0,0,solo1,annotator1,0
rua4e8094f6f,0,0,0,0,0,0,solo1,annotator1,0
rub0168e5522,0,0,0,0,0,0,solo1,annotator1,0
ru90ab229669,0,0,0,0,1,0,solo1,annotator1,0
