tweet_id,ig_outgroup,grievance,mobilization,threat,dehumanization,fold
ru2f41287768,0,0,0,0,0,train
ru25bfddad32,1,0,0,0,0,test
ruf4dc50773c,0,0,0,0,0,test
ru926a41047d,0,0,0,0,0,train
ru17f5689868,0,0,0,0,0,train
ru324bd3a812,0,0,0,0,0,train
ru3770073890,0,0,0,0,0,test
ru1c1ef342e3,0,0,0,0,0,train
ruf0502de154,0,1,1,0,0,train
rud9c3558d77,0,0,0,0,0,train
rua70bb6fad5,1,0,0,0,0,val
ru1f5db328fb,0,0,0,0,0,train
ru8a88a1f893,0,0,0,0,0,train
ru5cf22ea56d,1,0,0,0,0,test
ru04888cb367,1,0,0,0,0,train
ru5a8cba8112,0,0,0,0,0,test
ru4ddec15930,0,0,0,0,0,train
rubfc9d34aaf,1,0,0,0,0,val
ru601295aeaa,0,0,0,0,1,test
rua5dff6b2da,0,0,0,0,0,test
ru854d2f4aa5,1,0,0,0,0,train
rub33f203376,0,0,0,0,0,train
rue78105216d,0,0,0,0,0,train
rub61149c6ca,0,1,0,0,0,train
ru33f87ebb21,0,0,0,0,0,train
ru17598c94cd,0,0,0,0,0,test
ru3862e684c5,0,0,0,0,0,train
ruc38eba950a,0,0,0,0,0,train
ru2f0e4c868e,0,0,0,0,0,train
ru9b43ddde97,0,0,0,0,0,train
ruaf05681485,0,0,0,0,0,train
ru885aa7b23f,0,0,0,0,0,train
ru02ee651b2d,0,0,0,0,0,train
rua76bce2ea4,0,0,0,0,0,val
ru5e3f066305,0,0,0,0,0,test
ruca5cf66061,0,0,0,0,0,test
ruad0c6f883f,0,0,0,0,0,train
ruf324d26d9b,0,0,0,0,0,train
ru0d059e9a71,0,0,0,0,0,val
ru27577a856d,1,0,0,0,0,train
ru7b4d948c52,0,0,0,0,0,test
rue6efa64022,0,0,0,0,0,test
rufa50597223,0,0,0,0,0,test
ru86570b379e,0,0,0,0,0,test
ru91fcca0b91,0,0,0,0,0,test
rua9e4361639,0,1,1,0,0,train
ru77a9db2787,0,0,0,0,0,test
ru36245a4947,0,0,0,0,0,train
ru795c5aa5dc,1,0,0,0,0,train
ru20b5157cb9,0,0,0,0,0,test
ru70c9c804a6,0,0,0,0,0,test
ruf0e938c118,0,0,0,0,0,train
ru2c57d355c0,0,0,0,0,0,train
ru4be173283e,0,0,0,0,0,train
ru5fcd8f5e64,0,0,0,0,0,train
ru098a138d41,0,0,0,0,0,test
ru4d37dbcfc7,0,0,0,0,0,test
ruf4db17c427,0,0,0,0,0,train
ruc338e6d0bd,0,0,0,0,0,train
ru2b99af761b,0,0,0,0,0,val
rub8bfcceabd,0,0,0,0,0,test
ru1df2298158,0,0,0,0,0,train
rud5ab980d51,0,0,0,0,0,test
ru878f52085d,0,0,0,0,0,train
rucfffc3017b,1,0,0,0,0,val
ru362c302ab8,0,0,0,0,0,train
ru286a7be74e,0,0,0,0,0,test
ru1d31046686,0,0,0,0,0,train
ru5d9a3d79b0,1,0,0,0,0,test
rud9072f0c1d,1,1,0,0,0,val
ru56a93bed5d,0,0,0,0,0,train
ru14abd69cd2,1,1,0,0,0,train
ru0f53f30303,0,0,0,0,0,train
rue8c5283ff8,0,0,0,0,0,train
ruf39c09096b,0,0,0,0,0,test
rude5a431c17,1,0,0,0,0,train
ru809eba57fe,0,0,0,0,0,test
ru33160e2562,0,1,0,0,0,train
ru787c3243a2,0,0,0,0,0,train
ru194045459a,0,0,0,0,0,train
ruf7c222667d,0,0,0,0,0,test
ru7f05eea102,0,0,0,0,0,test
rue0fcdd57a2,0,0,0,0,0,train
ru602cf0ea29,0,0,0,0,0,train
ru435e2dc609,0,0,0,0,0,train
ruf76f024387,0,1,0,0,0,val
ru89d16672e6,0,0,0,0,0,test
rucd4cba0348,0,0,0,0,0,train
rude0ff93df3,0,0,0,0,0,test
ruf129df2fba,0,0,0,0,0,train
ruc72641bd71,0,1,0,0,0,test
ru195c8018b5,0,0,0,0,0,test
rub6b77ded89,0,0,0,0,0,train
ru6be73a95e9,0,0,0,0,0,test
ru490713563d,0,0,0,0,0,test
ru94a97e7a85,0,0,0,0,0,test
ru98e5c72aed,0,0,0,0,0,train
ru95043b7881,0,0,0,0,0,train
rufde5b41fae,0,0,0,0,0,test
ru9d10dd2556,0,0,0,0,0,train
rud221e483a2,0,0,0,0,0,val
rufecc83d0b1,1,0,0,0,0,train
ru17816184d5,0,0,0,0,0,train
ru6edc401377,0,0,0,0,0,test
ru1c53eb5676,0,0,0,0,1,train
ru3a31bbc1ec,0,0,0,0,0,train
ruc68b8d32fd,0,0,0,0,0,val
ruc46498186b,0,0,0,0,0,train
ru0b3edb2943,0,0,0,0,0,train
ru8030aced8f,0,0,1,0,0,train
ru6168c99a39,1,0,0,0,0,train
rua67f7749a0,0,0,0,0,0,train
ru5e3b457b2e,0,0,0,0,0,test
ru792f71a955,0,0,0,0,0,train
rud7c34c5995,1,1,1,0,0,train
ru456ce86b0f,0,0,0,0,0,train
ru7e1d9d6aef,0,0,0,0,0,test
ruedb18ba01d,0,0,0,0,0,val
ru42dc416ae0,0,0,0,0,0,test
ru0dbe75d2f8,0,0,0,0,0,train
ru1bab4393e3,0,0,0,0,0,test
ru1cdca1a7b1,0,0,0,0,0,test
rudbf0c8f287,0,0,0,0,0,train
ru107bf4e08f,1,0,0,0,0,val
rua6d19367c2,0,0,0,0,0,train
ru9e0ca6d88d,0,0,0,0,0,train
rue1617c1fc8,0,0,0,0,0,train
ru4a599dc50d,1,0,0,0,0,train
rud0fdb934bd,0,1,0,0,0,val
rucf8407417d,1,0,0,0,0,train
ru058c74821c,0,0,0,0,0,val
ru73dea263b7,0,0,0,0,0,train
rud4d1145e49,0,0,0,0,0,train
rueabc3ef1ad,0,0,0,0,0,train
rub98ad20325,1,0,0,0,0,train
rua6d2381537,0,0,0,1,0,train
ruf1618f0c2c,0,0,0,0,0,train
ru38f7f8ef96,0,0,0,0,0,train
rub324a64a9d,0,0,1,0,0,val
ruc20420391f,0,0,0,0,0,train
ru797a7fbb0b,0,0,0,0,0,train
rudc29a832b2,0,0,0,0,0,train
ru4deb53f836,1,0,0,0,0,train
ru4b21a25a65,0,0,0,0,0,train
rude87311257,0,0,0,0,0,train
ru7ed0256e6d,0,0,0,0,1,train
ru62c1188eaa,0,0,0,0,0,train
ru0ea63de2c8,1,0,0,0,0,train
ru783aac299e,0,0,0,0,0,train
ru4b66eeb80e,0,0,0,0,0,train
ruafb2e2c37a,0,0,0,0,0,train
ru64f5c9a01c,0,0,0,0,0,train
ruf2a28e6c02,0,0,0,0,0,val
rub2d4d6a6d0,0,0,0,0,0,train
rua723414481,0,0,0,0,0,train
ruec16e83cd9,0,0,0,0,0,val
ru3da9893083,0,0,0,0,0,train
ru242ee93919,0,0,1,0,0,train
ru9927dbea4f,0,0,0,0,0,train
ruf828ad3b18,0,0,0,0,0,train
rucc667ea0c8,0,0,0,0,0,train
rufafaf0f6f2,0,0,0,0,0,train
ru2dedd1ad43,1,0,0,0,0,train
ruace02a1983,0,0,0,0,0,val
rudd207eef71,1,0,0,1,0,train
ru5367d2e8cf,0,0,0,0,0,val
rua4e8094f6f,0,0,0,0,0,train
rub0168e5522,0,0,0,0,0,train
ru90ab229669,0,0,1,0,0,val
ru980f90abdd,1,0,0,0,0,train
ru6b0ea796cb,0,0,0,0,0,train
ruc7a925f9a9,0,0,0,0,0,train
ruf34db69e92,0,0,0,0,0,train
ru168751601e,0,0,0,0,0,train
ru2014755545,0,0,0,0,0,train
ru9fde85050f,0,0,0,0,0,train
ru9fa7672a7b,0,0,0,0,0,val
rub0a75fd41d,0,0,0,0,0,train
ru2b04bb0ca4,0,1,0,0,0,train
rue6804a6559,0,0,0,0,0,train
rua041572da6,0,0,0,0,0,train
ru732f9bd698,0,0,0,0,0,train
ru8d8ac460dc,0,0,0,0,0,val
ru1531e97355,0,0,0,0,0,train
ru123d0be8ce,0,0,0,0,0,train
rubfa1ada5dc,0,0,0,0,0,val
ruea921905a5,0,0,0,0,0,val
ru382553045d,0,0,0,0,0,train
rua0c9145d2b,0,0,0,0,0,train
ruf84c52792f,0,0,0,0,0,train
rufda8d8a320,0,0,0,0,0,train
rueae3f4a596,0,0,0,0,0,train
rubd040350cd,0,1,0,0,0,train
ru531fd35ccb,0,0,0,0,0,train
ru3c0e0cf157,0,0,0,0,0,train
ru6fd6cda71a,0,0,0,0,0,train
ru6ed450c88a,0,0,0,0,0,train
ru9675dfabe3,0,0,0,0,0,train
rub28543d18b,0,0,0,0,0,train
ruc2eefc155b,0,0,0,0,0,train
rub9fe01a7d1,0,0,0,0,0,train
ru1ccbb9ae10,0,0,0,0,0,train
rue1ad1b3235,0,0,0,0,0,val
ruecc3045dd8,1,0,1,1,0,train
rub0a96b35d2,0,0,0,0,0,train
ru1c46f41afe,0,0,0,0,0,train
ru87bbe5ada2,0,0,0,0,0,train
rub08208e359,0,1,0,0,0,train
ruf6f1da46bc,0,0,0,0,0,val
ru1607c52f97,0,0,0,0,0,train
ru4e3fc57263,0,0,1,0,0,val
ru0326481e44,0,0,0,0,0,train
ru964089c9e4,0,0,0,0,0,train
ru7ab54ed883,0,0,0,0,0,train
ru28a0876ee4,0,0,0,0,0,train
ru66fc912f0a,0,0,0,0,0,val
ru3c7df9038e,0,0,0,0,0,val
rucaff5ae9d0,1,0,1,0,0,train
ru0612e10990,0,0,0,0,0,val
rudeeb7cd710,0,0,0,0,0,train
ru67f24c9953,0,0,0,0,0,train
ru498e9c9518,0,0,0,0,0,train
rua2403e11cf,0,0,0,0,0,val
ruba724c0b88,0,0,0,0,0,train
ru7b592e3921,0,0,0,0,0,train
ru63f7e35eb0,0,0,0,0,0,train
ru1e1c9440f2,0,0,0,0,0,train
ruee38fe77f5,0,0,0,0,0,train
ru13b63d62e4,0,0,0,0,0,train
ru43bcc7a53d,0,0,0,0,0,val
ru3a65dfa051,0,0,0,0,1,train
rufebadb7796,0,0,0,0,0,train
ru39ced5907f,0,0,0,0,0,train
ru99e32060b7,1,0,0,0,0,train
ru8dc7d077cb,0,0,0,0,0,train
ru3c47e0e72e,0,0,0,0,0,train
ru7069bef777,1,0,0,0,0,train
ruabf79525f4,0,0,0,0,0,val
ru35863dd028,1,0,0,0,0,train
ru97a2f71f19,0,0,0,0,0,train
ru1b9a6f8493,0,0,0,0,0,train
ru444226db10,0,0,0,0,0,train
rua77902d104,0,0,0,0,0,train
ru8a3062b127,0,0,0,0,0,val
ruf2da49bbba,0,0,0,0,0,train
ru81d7d96413,0,0,0,0,0,train
ru846eef9c11,0,0,0,0,0,val
rub3e9a728a6,0,0,0,0,0,train
ru77b0b0eb10,0,0,0,0,0,train
ru7a592e96f1,0,0,0,0,0,train
ruab77084e5a,1,1,0,0,0,train
ru56fa357235,0,0,0,0,0,train
ru9756e0e36b,0,0,0,0,0,train
rufaa366e0ef,0,0,0,0,0,val
ru3cca7048f9,0,0,0,0,0,train
rufaa11dfc4b,0,0,0,0,0,train
ruddf6a1fe83,0,0,0,0,0,train
ru4798a36142,1,0,0,0,0,train
ruc8a724bd8b,0,0,0,0,0,train
ru93be057c00,0,0,0,0,0,train
ru365a531687,0,0,0,1,0,train
ru56ac087322,0,0,0,0,0,train
ru131fdcb322,0,0,0,0,0,train
rud683f0f677,0,0,0,0,0,train
ru8e5b33f979,0,0,1,0,0,val
ru68f174919f,0,0,0,0,0,train
ru00b88d75f9,0,0,1,0,0,train
rue6d6076e53,0,0,0,0,0,train
ru039033b9bb,1,1,0,0,0,train
ru640949d8d3,0,0,0,0,0,train
ru2918ea3b7c,0,1,0,0,0,train
rua566b4ded5,0,0,0,0,0,val
ruc64caf0ccd,0,0,0,0,0,train
ru1cf8329915,0,0,0,0,0,train
ru2502855f71,0,0,0,0,0,train
ru33851cc1be,0,0,0,0,0,val
rud546828ff1,1,1,0,0,0,train
ruadd25344fd,1,0,0,0,0,train
rued529cfdd7,0,0,0,0,0,val
ru6bc811364b,0,0,0,0,0,train
rue9a6ff8229,0,0,0,0,0,train
ru0f05582266,0,0,0,0,0,train
rudd5bbb4c1b,0,0,0,0,0,train
ru12e6b143e4,0,0,0,0,0,train
ru89cd1dc8df,0,0,0,0,0,train
ru5b9af92d62,0,0,0,0,0,train
ruddab88ce71,0,0,0,0,0,train
ruaa42bd0b73,0,0,0,0,0,train
ruf70281ef25,0,1,0,0,0,train
ru0957e5094d,0,0,0,0,0,train
ru4155526a68,0,0,0,0,0,train
ru47072514ed,0,0,1,0,0,train
ru15d8c8d9cb,0,0,0,0,0,train
rua0a9019798,0,0,0,0,0,train
ru860636bd97,0,0,0,0,0,train
ru3257757bc3,0,1,0,0,0,train
rudc55fad48d,0,0,0,0,0,train
ru9cfbe49e2a,0,1,1,0,0,train
rua846859191,0,0,0,0,0,train
rubb144d29e8,0,0,0,0,0,train
rue20527fe8a,0,0,0,0,0,val
rucdb4736b27,1,0,0,0,0,val
ru97883c33c2,0,0,0,0,0,train
ru5cde922fae,0,0,0,0,0,train
ruf58f37d111,0,0,0,0,0,train
ru43dc4e42f1,0,1,0,0,0,train
ru5e0a355970,0,0,0,0,0,train
rubdcbc6e056,0,0,0,0,0,train
ruc1a91aaa93,0,0,1,0,0,train
ruaade988e4b,0,0,0,0,0,val
ruc1a6c76a41,0,0,0,0,0,train
rucb184feef7,0,0,0,0,0,train
ruf6f101ef8e,1,1,0,0,0,train
ru494bb6b566,0,0,0,0,0,train
ru55b2fcf0e3,0,0,0,0,0,train
rua16a73f3e6,0,0,0,0,0,train
ru61fdd2edba,0,0,0,0,0,train
ruf99969ab50,0,0,0,0,0,train
rua28e4046fe,0,0,0,0,0,train
ruffb2f56d2a,1,0,0,0,0,train
ru949a5bb396,0,0,0,0,0,train
rud166aa5478,0,0,0,0,0,train
ru028bdc964b,0,0,0,0,0,train
ruada6303aa8,0,0,0,0,0,train
ru9cc532528a,0,0,0,0,0,train
ru45ca142b3a,0,0,0,0,0,train
ru43c6db4e52,0,0,0,0,0,train
ruc139eb015c,0,0,0,0,0,train
ru42ceb9ca8d,0,0,0,0,0,train
ru6e1318d8a7,0,0,0,0,0,train
ru58fb5c68aa,0,0,0,0,0,train
ru4360567275,0,0,0,0,0,val
ru8b07393009,0,0,0,0,0,train
ru7699c7bd7f,1,0,1,0,0,train
ru453d4ee2d4,0,0,0,0,0,train
ru5cbc5d607e,0,0,0,0,0,train
ru35d3bb15de,0,0,0,0,0,train
rue373c4bf8f,0,0,0,0,0,train
ru9d9464bd14,0,0,0,0,0,train
rud287b28c66,0,0,0,0,0,train
ru303f4fbef0,0,0,0,0,0,train
ru8196c0ab8a,0,0,0,0,0,train
rudf28d1b26f,0,0,0,0,0,train
rud1dc723591,0,0,0,0,0,train
ru53cd86fa5a,0,0,0,0,0,train
ruc8603d7a8e,0,0,0,0,0,train
ru0e39e2ccc6,1,0,0,0,0,train
ru5ed5f7e633,0,0,0,0,0,train
ru47650f1978,0,0,0,0,0,train
ru25612e3c1d,0,0,0,0,0,val
ru9d951c1c5a,0,0,0,0,0,train
rue11a318ba3,0,0,0,0,0,train
ru7d6e601f93,0,0,0,0,0,train
ru2e35fc4671,1,0,0,0,0,train
ru39b0e97280,1,0,0,0,0,train
rua77c724ce3,0,0,1,0,0,train
ru356ec7f381,0,1,0,0,0,train
ru7c117808b9,0,0,0,0,0,train
ru101ed47aea,0,0,0,0,0,train
ru6c2919e4b4,0,0,0,0,0,train
ru26d80763b8,0,0,0,0,0,train
rua68d62f9e4,0,0,0,0,0,train
rud3762344ae,0,0,0,0,0,train
rua43a47ba85,0,0,0,0,0,train
ru89a81fcd1d,0,0,0,0,0,train
rua4ef8faf66,0,0,1,0,0,train
rudc4023825b,0,0,0,0,0,train
ru7a4b33e2d8,0,0,0,0,0,train
rua4b688c882,0,0,0,0,0,train
ru79948852ed,0,0,0,0,0,val
ru1a8acb6a55,1,0,0,0,0,val
ruaaeb646032,0,0,0,0,0,train
ru84a9c64499,0,0,0,0,0,train
rua351a4c7e8,0,0,0,0,0,train
ru5e5e07cd9d,1,0,0,0,0,train
ru8ace8032da,0,0,0,0,0,val
rub586c28fb9,0,0,0,0,0,train
ru78b20f3971,0,0,0,0,0,train
ru55bcd41a15,0,0,0,0,0,train
rua4df314b01,0,0,0,0,0,train
rue5f655056f,0,0,0,0,0,train
ruf10c261906,0,0,0,0,0,train
ruc60ecf7301,0,0,1,0,0,train
rua3fd422aa6,0,0,0,0,0,train
ru1d1737dd97,0,0,0,0,0,train
ru462dcc5aa8,0,0,0,0,0,val
ruf52e54df5c,0,1,0,0,0,train
ru3728fd8527,0,0,1,0,0,train
ruf0ab5e626a,0,0,0,0,0,train
ru81b4726d1c,0,0,0,0,0,val
rube74efec3b,0,0,0,0,0,train
rufe04a31cd1,0,0,0,0,0,train
ru391392d30b,0,0,0,0,0,val
ruef1ab2c4db,0,0,0,0,0,val
ru6e3265de4d,0,0,0,0,0,val
ruc289f610b7,0,0,0,0,0,train
ru65e4e6bc18,0,0,0,0,0,train
ru12fada3068,0,0,0,0,0,train
ru1d30669599,0,0,0,0,0,train
ru6ce6abc77c,0,0,0,0,0,train
rua491c34468,0,0,0,0,0,train
ru0ad80e1d16,0,0,0,0,0,train
ruabbb0ee2f4,0,0,0,0,0,val
ru81a830efce,0,0,0,0,0,train
ru5ac139c49f,0,0,0,0,0,train
ru6c78fac2a2,0,0,0,0,0,train
ru64b57d341f,0,0,0,0,0,train
ru1496e7c963,0,0,0,0,0,train
ru2424490de1,0,0,0,0,0,val
rue9ca9ece9c,0,0,0,0,0,train
ru40d629545f,0,0,0,0,0,train
ru798f205d61,0,0,0,0,0,train
rue6ac88c997,0,0,0,0,0,val
ru85aab84c48,1,0,0,0,0,train
ru3daee4fbfb,1,0,0,0,0,train
ru90ba8bd8c8,0,0,0,0,0,train
rud3016951b0,0,0,0,0,0,train
ru9e6640aba8,0,0,0,0,0,train
rue5b620e59d,0,0,0,0,0,val
ru56399964b2,0,0,1,0,0,train
ru2585a9f069,0,0,0,0,0,train
