tweet_id,fold
ru5f81dc1514,train
rucf2b7a7205,train
ru8bdba57013,train
ru266e64d635,train
ru7ec212a66d,train
rufec7338626,train
rua211cfdf26,train
ru2451cc1bde,train
rufdc453d142,train
ru86ed9f2bcd,test
rucc2bb348b3,test
ru3a6fff292e,train
ru5c891f10a8,val
rudc59034c6c,test
ru676619cde3,test
rubc19beb753,train
ru5ec636ff9d,test
ru4ffa9b9fb9,train
rufd39c033f6,train
ru19bd812954,test
ru78527c6931,train
ru309a9d463a,train
ru69c783ea96,train
ru4f2108ab01,train
ru32a7faeedb,train
ru5ce88cd224,test
ru796c41040d,test
ru6a091cc17f,train
ru97cfe17238,train
ru824dab65fa,train
ruf79c907880,train
ru8433eb733f,val
rua89a9f00c3,train
ru9739b6f904,train
ru6a113c2f73,train
rue923bdc081,train
rua5138b7d49,train
ru9940ddc3ed,train
rua9d0b6937b,test
rue01cbd231f,train
ru776dc6a355,train
rube07728a8d,train
ruea701d2522,train
rub92165a5e6,train
ru6d9e2f79d6,test
ru2ffa96a1e9,train
ru2f41287768,train
ru25bfddad32,test
ruf4dc50773c,test
ru926a41047d,train
ru17f5689868,train
ru324bd3a812,train
ru3770073890,test
ru1c1ef342e3,train
ruf0502de154,train
rud9c3558d77,train
rua70bb6fad5,val
ru1f5db328fb,train
ru8a88a1f893,train
ru5cf22ea56d,test
ru04888cb367,train
ru5a8cba8112,test
ru4ddec15930,train
rubfc9d34aaf,val
ru601295aeaa,test
rua5dff6b2da,test
ru854d2f4aa5,train
rub33f203376,train
rue78105216d,train
rub61149c6ca,train
ru33f87ebb21,train
ru17598c94cd,test
ru3862e684c5,train
ruc38eba950a,train
ru2f0e4c868e,train
ru9b43ddde97,train
ruaf05681485,train
ru885aa7b23f,train
ru02ee651b2d,train
rua76bce2ea4,val
ru5e3f066305,test
ruca5cf66061,test
ruad0c6f883f,train
ruf324d26d9b,train
ru0d059e9a71,val
ru27577a856d,train
ru7b4d948c52,test
rue6efa64022,test
rufa50597223,test
ru86570b379e,test
ru91fcca0b91,test
rua9e4361639,train
ru77a9db2787,test
ru36245a4947,train
ru795c5aa5dc,train
ru20b5157cb9,test
ru70c9c804a6,test
ruf0e938c118,train
ru2c57d355c0,train
ru4be173283e,train
ru5fcd8f5e64,train
ru098a138d41,test
ru4d37dbcfc7,test
ruf4db17c427,train
ruc338e6d0bd,train
ru2b99af761b,val
rub8bfcceabd,test
ru1df2298158,train
rud5ab980d51,test
ru878f52085d,train
rucfffc3017b,val
ru362c302ab8,train
ru286a7be74e,test
ru1d31046686,train
ru5d9a3d79b0,test
rud9072f0c1d,val
ru56a93bed5d,train
ru14abd69cd2,train
ru0f53f30303,train
rue8c5283ff8,train
ruf39c09096b,test
rude5a431c17,train
ru809eba57fe,test
ru33160e2562,train
ru787c3243a2,train
ru194045459a,train
ruf7c222667d,test
ru7f05eea102,test
rue0fcdd57a2,train
ru602cf0ea29,train
ru435e2dc609,train
ruf76f024387,val
ru89d16672e6,test
rucd4cba0348,train
rude0ff93df3,test
ruf129df2fba,train
ruc72641bd71,test
ru195c8018b5,test
rub6b77ded89,train
ru6be73a95e9,test
ru490713563d,test
ru94a97e7a85,test
ru98e5c72aed,train
ru95043b7881,train
rufde5b41fae,test
ru9d10dd2556,train
rud221e483a2,val
rufecc83d0b1,train
ru17816184d5,train
ru6edc401377,test
ru1c53eb5676,train
ru3a31bbc1ec,train
ruc68b8d32fd,val
ruc46498186b,train
ru0b3edb2943,train
ru8030aced8f,train
ru6168c99a39,train
rua67f7749a0,train
ru5e3b457b2e,test
ru792f71a955,train
rud7c34c5995,train
ru456ce86b0f,train
ru7e1d9d6aef,test
ruedb18ba01d,val
ru42dc416ae0,test
ru0dbe75d2f8,train
ru1bab4393e3,test
ru1cdca1a7b1,test
rudbf0c8f287,train
ru107bf4e08f,val
rua6d19367c2,train
ru9e0ca6d88d,train
rue1617c1fc8,train
ru4a599dc50d,train
rud0fdb934bd,val
rucf8407417d,train
ru058c74821c,val
ru73dea263b7,train
rud4d1145e49,train
rueabc3ef1ad,train
rub98ad20325,train
rua6d2381537,train
ruf1618f0c2c,train
ru38f7f8ef96,train
rub324a64a9d,val
ruc20420391f,train
ru797a7fbb0b,train
rudc29a832b2,train
ru4deb53f836,train
ru4b21a25a65,train
rude87311257,train
ru7ed0256e6d,train
ru62c1188eaa,train
ru0ea63de2c8,train
ru783aac299e,train
ru4b66eeb80e,train
ruafb2e2c37a,train
ru64f5c9a01c,train
ruf2a28e6c02,val
rub2d4d6a6d0,train
rua723414481,train
ruec16e83cd9,val
ru3da9893083,train
ru242ee93919,train
ru9927dbea4f,train
ruf828ad3b18,train
rucc667ea0c8,train
rufafaf0f6f2,train
ru2dedd1ad43,train
ruace02a1983,val
rudd207eef71,train
ru5367d2e8cf,val
rua4e8094f6f,train
rub0168e5522,train
ru90ab229669,val
ru980f90abdd,train
ru6b0ea796cb,train
ruc7a925f9a9,train
ruf34db69e92,train
ru168751601e,train
ru2014755545,train
ru9fde85050f,train
ru9fa7672a7b,val
rub0a75fd41d,train
ru2b04bb0ca4,train
rue6804a6559,train
rua041572da6,train
ru732f9bd698,train
ru8d8ac460dc,val
ru1531e97355,train
ru123d0be8ce,train
rubfa1ada5dc,val
ruea921905a5,val
ru382553045d,train
rua0c9145d2b,train
ruf84c52792f,train
rufda8d8a320,train
rueae3f4a596,train
rubd040350cd,train
ru531fd35ccb,train
ru3c0e0cf157,train
ru6fd6cda71a,train
ru6ed450c88a,train
ru9675dfabe3,train
rub28543d18b,train
ruc2eefc155b,train
rub9fe01a7d1,train
ru1ccbb9ae10,train
rue1ad1b3235,val
ruecc3045dd8,train
rub0a96b35d2,train
ru1c46f41afe,train
ru87bbe5ada2,train
rub08208e359,train
ruf6f1da46bc,val
ru1607c52f97,train
ru4e3fc57263,val
ru0326481e44,train
ru964089c9e4,train
ru7ab54ed883,train
ru28a0876ee4,train
ru66fc912f0a,val
ru3c7df9038e,val
rucaff5ae9d0,train
ru0612e10990,val
rudeeb7cd710,train
ru67f24c9953,train
ru498e9c9518,train
rua2403e11cf,val
ruba724c0b88,train
ru7b592e3921,train
ru63f7e35eb0,train
ru1e1c9440f2,train
ruee38fe77f5,train
ru13b63d62e4,train
ru43bcc7a53d,val
ru3a65dfa051,train
rufebadb7796,train
ru39ced5907f,train
ru99e32060b7,train
ru8dc7d077cb,train
ru3c47e0e72e,train
ru7069bef777,train
ruabf79525f4,val
ru35863dd028,train
ru97a2f71f19,train
ru1b9a6f8493,train
ru444226db10,train
rua77902d104,train
ru8a3062b127,val
ruf2da49bbba,train
ru81d7d96413,train
ru846eef9c11,val
rub3e9a728a6,train
ru77b0b0eb10,train
ru7a592e96f1,train
ruab77084e5a,train
ru56fa357235,train
ru9756e0e36b,train
rufaa366e0ef,val
ru3cca7048f9,train
rufaa11dfc4b,train
ruddf6a1fe83,train
ru4798a36142,train
ruc8a724bd8b,train
ru93be057c00,train
ru365a531687,train
ru56ac087322,train
ru131fdcb322,train
rud683f0f677,train
ru8e5b33f979,val
ru68f174919f,train
ru00b88d75f9,train
rue6d6076e53,train
ru039033b9bb,train
ru640949d8d3,train
ru2918ea3b7c,train
rua566b4ded5,val
ruc64caf0ccd,train
ru1cf8329915,train
ru2502855f71,train
ru33851cc1be,val
rud546828ff1,train
ruadd25344fd,train
rued529cfdd7,val
ru6bc811364b,train
rue9a6ff8229,train
ru0f05582266,train
rudd5bbb4c1b,train
ru12e6b143e4,train
ru89cd1dc8df,train
ru5b9af92d62,train
ruddab88ce71,train
ruaa42bd0b73,train
ruf70281ef25,train
ru0957e5094d,train
ru4155526a68,train
ru47072514ed,train
ru15d8c8d9cb,train
rua0a9019798,train
ru860636bd97,train
ru3257757bc3,train
rudc55fad48d,train
ru9cfbe49e2a,train
rua846859191,train
rubb144d29e8,train
rue20527fe8a,val
rucdb4736b27,val
ru97883c33c2,train
ru5cde922fae,train
ruf58f37d111,train
ru43dc4e42f1,train
ru5e0a355970,train
rubdcbc6e056,train
ruc1a91aaa93,train
ruaade988e4b,val
ruc1a6c76a41,train
rucb184feef7,train
ruf6f101ef8e,train
ru494bb6b566,train
ru55b2fcf0e3,train
rua16a73f3e6,train
ru61fdd2edba,train
ruf99969ab50,train
rua28e4046fe,train
ruffb2f56d2a,train
ru949a5bb396,train
rud166aa5478,train
ru028bdc964b,train
ruada6303aa8,train
ru9cc532528a,train
ru45ca142b3a,train
ru43c6db4e52,train
ruc139eb015c,train
ru42ceb9ca8d,train
ru6e1318d8a7,train
ru58fb5c68aa,train
ru4360567275,val
ru8b07393009,train
ru7699c7bd7f,train
ru453d4ee2d4,train
ru5cbc5d607e,train
ru35d3bb15de,train
rue373c4bf8f,train
ru9d9464bd14,train
rud287b28c66,train
ru303f4fbef0,train
ru8196c0ab8a,train
rudf28d1b26f,train
rud1dc723591,train
ru53cd86fa5a,train
ruc8603d7a8e,train
ru0e39e2ccc6,train
ru5ed5f7e633,train
ru47650f1978,train
ru25612e3c1d,val
ru9d951c1c5a,train
rue11a318ba3,train
ru7d6e601f93,train
ru2e35fc4671,train
ru39b0e97280,train
rua77c724ce3,train
ru356ec7f381,train
ru7c117808b9,train
ru101ed47aea,train
ru6c2919e4b4,train
ru26d80763b8,train
rua68d62f9e4,train
rud3762344ae,train
rua43a47ba85,train
ru89a81fcd1d,train
rua4ef8faf66,train
rudc4023825b,train
ru7a4b33e2d8,train
rua4b688c882,train
ru79948852ed,val
ru1a8acb6a55,val
ruaaeb646032,train
ru84a9c64499,train
rua351a4c7e8,train
ru5e5e07cd9d,train
ru8ace8032da,val
rub586c28fb9,train
ru78b20f3971,train
ru55bcd41a15,train
rua4df314b01,train
rue5f655056f,train
ruf10c261906,train
ruc60ecf7301,train
rua3fd422aa6,train
ru1d1737dd97,train
ru462dcc5aa8,val
ruf52e54df5c,train
ru3728fd8527,train
ruf0ab5e626a,train
ru81b4726d1c,val
rube74efec3b,train
rufe04a31cd1,train
ru391392d30b,val
ruef1ab2c4db,val
ru6e3265de4d,val
ruc289f610b7,train
ru65e4e6bc18,train
ru12fada3068,train
ru1d30669599,train
ru6ce6abc77c,train
rua491c34468,train
ru0ad80e1d16,train
ruabbb0ee2f4,val
ru81a830efce,train
ru5ac139c49f,train
ru6c78fac2a2,train
ru64b57d341f,train
ru1496e7c963,train
ru2424490de1,val
rue9ca9ece9c,train
ru40d629545f,train
ru798f205d61,train
rue6ac88c997,val
ru85aab84c48,train
ru3daee4fbfb,train
ru90ba8bd8c8,train
rud3016951b0,train
ru9e6640aba8,train
rue5b620e59d,val
ru56399964b2,train
ru2585a9f069,train
ru2bfd632dec,train
ru3ab39b8181,train
ru8b6e0f0fdd,val
ru3d3467f607,train
ru5096b80438,train
ru3001ada3ab,train
ruc516558fbc,val
ru60e4b407c3,train
ru924c02789b,train
ru6c21c8ad06,train
ruf0ce761094,train
ru48161dde5e,val
ru30297ae5d9,val
ru17ea17524e,train
ru19af7ef230,train
rudfe8f7b8ba,train
ru19a1417541,train
rue26c17bff0,train
ru39f51365fd,val
rudd68d20f24,train
ru0e1096be4c,train
ru908b6715d8,train
ru15c9e756b5,train
ru28e74f02f6,train
ru93e2740de2,train
ru9d0cdcae9a,train
ru9c4b99f5a1,val
ru05ba05d11e,val
ru1061c91eb0,train
rufaa569fedf,train
ruf80a5a67f3,train
ru31c938a0e1,val
ru27ba6ac225,train
rub334213ccb,val
ru322d0f95d3,train
ru97a4ee6c50,train
ru52d11410c4,val
ru8da3ae3ed7,train
ru576aad95b9,train
ru146193a0cb,train
ruf71e4d59eb,val
ru2a08f3ecd1,train
ru6a15f29014,train
ru23a8fd9e40,train
ru5d3ebc791c,val
ru260cfc0ca7,val
ru8253db5484,train
ru40d34f6ec5,train
ru99ee93acc6,train
ru53a2c85b34,train
ru1e89ab049e,train
rubb49d41364,val
ru8d20d62504,train
ru6aaa4edd67,train
ru612392b2f2,train
rufbabd275c8,train
ru35d7f3d9ac,train
ruf90405663a,train
ru3596820c0c,train
rub9c3c0d5d9,train
rufafedb634c,train
ruf6a865e684,train
rud8c9ec4371,train
ru22d49454ef,train
ru4378327d70,train
rua4f6ddb527,train
ru9e7ce6c1f0,val
ru0006107e37,train
ru3823a9381f,val
ru8ab4978683,train
ru7befa5fdaf,train
rua429deb2a7,train
rue646665636,train
ru69f4c256c9,train
ru86c035a571,train
ru07087aa523,train
ru88bdd08382,val
rua0a81168ee,val
rud3ebd73a4e,train
ru9deeac3881,train
ru2bf3af5604,train
ru4e00aadda9,val
ru609eb0cd90,train
rue016241aaa,train
ru1199b91cce,train
rud44efabd9b,train
ruc83e187742,train
ruf54ede98d5,train
ru8042fec610,train
ru3162a6f90b,train
rue7563509f6,train
ru66ed542c10,val
ruf9bd9f7645,train
ru0a9acee506,train
ru2b2f394a42,train
ru5f15705d2f,train
ru4c1fd22921,train
ru267cc6e963,val
ru067c3b80fb,train
ru1293da3554,train
ruc094ccf91e,train
ru1644100694,train
rubbaa699e3d,train
rua513fac570,train
ru44b802edfc,train
rua5938c196b,train
ru49d68e05cc,val
ru0827e81232,train
ru1f20d123d1,train
ru893ab0c69e,train
ru3b08a38ebb,train
ru2a40bebd17,val
rub250c38d6d,train
ru9a5e40908d,val
ruc03037a681,train
rue40b148a11,train
ru4adc4481f1,train
ru1826497176,train
rue338a55d5a,train
rue8b0114ec0,train
ruf7988438ec,train
ru1e50dce342,train
rud2b4a49696,train
ru829221beb0,train
rubd62a7ce7c,train
rua905c53f24,train
rubdfb033ac9,train
ru80c1b9eb8d,val
ru1bb09d02b8,val
rucff6efb3c1,train
rudc35888a69,train
ru25698d7841,train
ru67d35ffef2,train
ruf51d53a770,train
rud82de5f585,train
rube17e367f0,train
ruefb26785fd,train
ru492009a2ab,train
ru0717947803,train
ru62dcd0c60e,train
ruad5b462d85,train
rub7be153df8,val
rub3f3caa36f,train
rucd471fdaa4,train
ru4f5d1859ca,train
rubd1e7dc903,train
ru43779d25ba,train
ru06ffb8f3f9,train
ruf237915827,train
ruf12f54db56,train
rud7fbcb9a4f,train
ru074bc7594d,train
rucd39359732,train
ru87acd806bc,train
rud68590fc02,train
rua91734c76e,train
ruf3c04542d9,train
ru3f9fb84d10,train
ru97589017df,train
rucfe2475b7d,train
ru532d59351c,train
rua86268899e,train
ru33ab1a9bb7,val
ruf20f353d6f,train
ru167bfc08ac,train
ru8965fa48c7,train
ruc4eda084f2,train
rufdaf594688,train
rue7dca8af28,train
ruc35986e5d2,train
ru383982530b,train
ru4c8276eb95,train
ru429cf01640,train
ru709f1f0031,train
ru3d551668ab,train
ru58c3e2bca6,val
ru56eafabdfa,train
ru135d9629da,train
ruf69d3d93f1,train
ru8d18cc6545,val
ru4a676fc220,train
ru4b164fb74f,train
ru06e8d5e7e0,train
rue89d74d7e8,train
ru99dc3ff9da,train
ru8b9c109d18,train
ru24a27ee924,train
ru324e834ef0,train
ruc6a83951fe,train
ru426a814e27,train
rueb7e95f189,train
rudb3685e8d9,train
ruc356208537,train
rub0ca7d44d4,train
ru6d3797fb6e,train
ru43dc6e9d4d,train
ruecf0fd4b66,train
ru3ba9c34367,train
ru3829d3b1c0,train
ruc642551085,train
ru64b59638c9,train
ru51d8f25aac,val
rufdcc24a335,train
ruf8bc45481b,train
ru43d53c197e,train
ruc5ae98bd8c,train
ru9a7de11b33,train
rue3944f4e0c,train
ru62fed438df,train
ru525fcc24fa,train
rue4e9ce6c7a,train
ru6bcfe58c29,val
ru2a2f84d490,train
rub6b37d14c9,train
rub79f44126c,val
ru74ea25c7aa,val
ru6443081efc,val
ru4be3ebe7b1,train
ru45f482a680,train
ru184824afd9,train
ru42ec0cb2c0,train
ru10a35b3d62,train
rue40014ca1c,train
ruad581d382d,train
rubc28376ba3,train
ru8e3c69dc64,train
rue900ba0725,val
ruaf93ebf4e8,train
ru6092161719,val
rub0ce080a1f,train
rua7825c7c7b,train
ru8c8a841fd0,train
rufeac94a908,val
ru0bd0bdd85b,train
ru16bb27bd64,train
rua2ad760777,train
ru9b81897d06,val
ru3b47f5cddc,train
ru7c761f79e3,train
ru45163fb642,val
ru3ef0803695,train
ru2393ca0b1a,train
ru9b4cec72e4,train
rucdba778df3,train
rufb623156b1,train
ru6a0fffce08,train
rub9b27917f6,train
ru66a6f2e2ab,train
ru475d03840e,train
rub182566945,train
ruc1443d8ecc,train
ru254a2db3a1,train
ru90f7888e7d,train
ruab05e95e8c,train
ru2b2623b5cc,val
rua84def13c3,val
ru1d882f1513,train
rua537d2db43,val
ru6dd5c9b65f,train
ruc37303d6ef,val
ru981d04a0c9,train
ru63d8551c62,val
rub83ebfcf30,train
ru1e71194256,val
ru7ff0f6362f,train
ruf6371a5a96,train
ru2121068f0f,train
ru88f882ad08,train
rud7147b4a0e,train
ru2adf09f04b,train
ru70d4ad1bb2,train
rue374c39afa,train
rub59975f330,train
ru3d3a6c280b,train
ru7ad1eee42b,train
rudde49dc32c,train
ru8f12e9ea79,train
ru0a314f671f,train
ru6fc7a28938,train
ruf0ccbd6e7f,val
rua88253e303,train
ru25535af8ac,train
ru46dc342f71,train
rua55dc8cb15,train
ruc19e0b2aaa,train
ru31ba4e1208,train
ru3db3408be3,train
ru32edc335a6,train
rua9ed07b282,train
ru83bbe7d482,train
ru598d58be5c,train
ru73c13439e3,train
ruf890f324a5,train
ru76c3650c35,train
ruf74560453d,val
ru60832f7403,train
rud1d3c46b7d,val
ru305f74831d,train
rua57bf80331,train
ru8906b08128,train
ru93ba4de118,train
ru848cafd89c,train
rub9a2c7e89d,train
ru882a964867,train
ruf06118d89e,val
rud392fc31f4,train
rua523befa81,val
ru28fb2a2f8e,train
ru2aa2170769,train
ru8e8a9952d5,train
ru6398a8e06c,train
ruf5db7ed2c6,train
ru3b06a9af41,train
rubf2211f82a,val
ru15e0fc93f6,train
ruda3a6ea9f6,train
ru78feb9766a,val
ruf0374fb0bc,train
rue595009ef8,train
rud6ba92488d,train
ru7bfb2d6ec9,train
ru0d4ed66bba,train
ru52ecaa464c,train
rud36c3616d2,train
rue310a07258,train
ru2a5a3a471e,train
ru05db7eb99a,train
rub5b1538160,train
ru7ac1fc55e0,train
ru3d979884a3,train
ru2c0cfd22c6,train
ru292f3f566d,train
ru5975b316f1,train
ruf070b60be7,train
ru291c05a703,train
ru4e2b208189,train
ruf3fb830866,train
ru129a3b76eb,train
ru0a49210eb0,train
ruaed1c7938c,train
ruc7ad4ac638,train
ruad703ad347,train
ru57b927e8fe,val
ru53c40fd2ba,train
ru903a1eb3dc,val
rudcd087605c,train
ruc136b175dd,val
rue83d7bbcc2,train
ru1179eebb13,val
rua23f22ca46,train
ru1c4041c08b,train
ru89b7e372b4,train
rub9da4b6813,train
rucb6acd8207,train
ru86ebe68a05,train
rue370e4edd6,test
ru1403ad041e,test
ru8a19a79bd4,train
ru70c3e2de5e,val
ru3155d2737c,train
ru9f5256ad83,test
ruc4a864cbe1,train
ru0be1f80e66,train
ru72fa32370c,val
rucdec6d775e,train
rufb95eaf66f,train
ru284d11683e,train
rue2f0b7e1bc,train
rud95f6b9e22,test
rueff4c44ec8,train
ru46148d5cc9,val
ru90532e9d61,train
ru777d3ef624,test
ru83af57dd33,test
rud98bc7fede,train
rud3a9a44b08,test
ru5bf482375e,test
ru494ac40657,val
ru267c21f6df,train
rua745ac2039,train
ru618c7f99bf,test
ruc05889f88a,train
ruc4ee4ec1aa,train
ruef6863e589,train
ruf5b1732bcc,train
ru85211a3fdf,train
ru1b67351665,test
ru4bb1358b4a,train
ru1f14216166,train
ru6e30298356,train
ru0650e84e2e,train
ruaccf47eebe,test
rua995185041,train
ru8c52962f5c,train
rucd1e657897,val
ru466616703e,val
rue44e2ac2fa,train
ru056d70f12d,test
rub592ec9417,train
ru95c4b91688,train
rue3a664b98c,train
ru18ff1bd1ea,test
rue0b66e97c5,test
ru812a9b5ead,test
ru76a7c912e4,test
rud18f3fde2c,test
rudb0e8db447,val
ru6ca583495a,val
rua8117627a9,train
ru3be07c0b6a,test
ru0bce59b9ec,val
ru4d84b09637,train
ruf17b2a442b,test
ru29795c6ddf,train
rud055b4c6d6,train
rubc370e18ff,train
ru64b87f5881,test
rubf887dfb4d,train
ru65717659bc,train
ru0ef9d19b7f,train
rufae0283c67,train
rua86bbf293a,val
rueded6bf893,train
ru8a6d4ba3c7,train
ruc445ea34ea,train
ru26c99f95a8,test
ru113b76eadf,train
rudb60ea4495,train
ruddc29fca14,train
ru3cde45e6dc,train
rufa352211a9,train
ru7415f1430b,train
rue1c88f5c0d,train
ru653fba5868,train
rubcbabb1992,train
ru603940180b,train
ru987baaa8db,train
rudd60271e98,test
ru3e07ee3593,train
ru45f446bd44,test
rub3874ffec5,test
ru4be8bd4a3c,train
ru8aedac4886,val
ru9fb1eb0bea,train
ru65d65fe9ea,train
ru6704d0b65b,test
ru9de794b72e,test
ru58f70c4dbd,val
ru4b9c161141,test
ru372e4ba0dc,train
ru4261a9e980,train
ru31508beda1,train
ruc418ec88af,val
rufcbc557355,train
ru5b90d63a13,test
ru3cd89ebce8,train
ru66389fdaac,test
rued71131479,train
ru4e6fca5b72,train
ru9bac0e418b,train
ru0234115148,val
ru3dfeaa9c21,train
ruef63fbe5ed,train
ruace3b11f25,train
rucf1264218c,train
rudbdee6c407,train
ru60579f1a2d,train
ru4584372bb0,train
rue82acb9b45,test
ru249614b260,val
ruf1d177ff7d,val
ruf67f9670d2,test
ru054e20ba60,val
ru1746669db1,test
rud03e1528c1,test
rue67842569d,train
ru0ba1d92521,test
ru11a37c6913,test
rud81530f549,train
ru0ec0f15d61,train
ru980a71caa0,train
rue383a6c677,train
ru53e09aefbe,train
ruc0700bbb05,train
ru937a7997a4,train
ru173c693ac7,train
ru62f04f4f87,train
rucde372001d,train
ru954dab14d4,train
rufbb43504ac,train
rua6b5e3cc21,train
rucdb84fc587,test
ru39d18311b0,train
ru1d6b63ce69,train
ru9cbc4c798c,train
ru9bfcc4315f,val
ru6121e7d1bd,train
rua62dbae268,train
ru1c63d378cd,train
ru5e3a7329dc,test
ru77ee44349e,test
ru0594910038,train
ru85b5c80c1b,train
rud8baaeb77d,train
ruafe8a758d1,test
ru8a3643c53c,test
ru936fc0d8e0,test
ru395e4c1dd6,train
rudbefa0678c,train
ruf7d8b32219,train
ru7862e019d3,test
ruc2b1f1c0b4,train
ru8556030e9f,train
ruc1315979e1,test
ruf204ec1bd7,train
ru335bfb0d2c,train
rufd04042254,train
ru31192a9454,test
ru774eca5ce9,train
ruc1400ebce1,test
ru61fa871fc3,train
rubd4953e31e,train
ru5c5e8ba86c,test
ru3dbf7a152f,train
rua15e7034ba,train
rucff44272a8,train
ru0e10f9babc,train
rucb1f5cef86,train
rudebe01d447,train
ru5539294a71,train
ru3a8181c038,train
ru6d0d4c7892,train
rucd26bf06dd,train
ru42e23d6b75,train
ru3bed4cd9fe,val
rueef139fa92,train
rue6540c0bb8,train
ru2694941f0c,train
ruffa5c8dc5a,val
ru2015a6173b,train
ru0cf3e32706,train
ru53264c9a1a,train
ru9c7f6c0d39,train
ru166eb1f0a9,train
ruaf4b14c98f,train
rudcc314ecf8,train
ruc52d42d777,train
rub03606a54f,train
ru7bc4acd724,train
ru6b4b9a36ba,train
ruabbe12acda,train
ru2ae4ec894e,train
ruc5f55769c2,train
ruffe8ba2110,test
ru736c6a24e5,train
ruca7048ac27,test
ruca11b651d1,val
ru4fbda32c30,test
ru9928bdc088,test
ru04ab28b5bb,val
ruf51cb45624,train
rufa6d9fc369,val
ruf2567b0237,train
ruda1ca2110f,test
ru5411f5d3ce,train
ru0cb1cfb914,train
